transaction_id,transaction_date,department,cost_center,transaction_type,vendor_name,amount,payment_mode,invoice_id,employee_id
TX00271,2025-06-16,HR,CC201,Expense,Bright Systems,86382.75,Card,INV12010,EMP188
TX00272,2025-08-23,Operations,CC401,Revenue,Epsilon Tech,57388.85,UPI,INV11736,EMP120
TX00273,2025-04-19,Sales,CC301,Revenue,Alpha Supplies,85813.12,Card,INV11681,EMP177
TX00274,2025-03-12,Finance,CC301,Revenue,Epsilon Tech,77181.4,Card,INV11482,EMP153
TX00275,2025-08-22,Finance,CC301,Expense,Epsilon Tech,45164.25,Bank Transfer,INV11051,EMP169
TX00276,2025-12-12,IT,CC301,Revenue,FastLogix,148492.55,Card,INV12100,EMP173
TX00277,2025-05-06,Operations,CC501,Revenue,FastLogix,15582.42,Card,INV10540,EMP142
TX00278,2025-09-04,Operations,CC301,Expense,Alpha Supplies,42601.06,Cash,INV12512,EMP157
TX00279,2025-12-27,IT,CC102,Revenue,FastLogix,71031.12,Bank Transfer,INV12102,EMP157
TX00280,2025-07-20,Finance,CC501,Expense,CareMed,67552.54,Card,INV12207,EMP174
TX00281,2025-08-01,Finance,CC401,Expense,Delta Services,133544.48,Cash,INV12204,EMP127
TX00282,2025-12-23,HR,CC102,Expense,Alpha Supplies,53734.57,Card,INV12587,EMP121
TX00283,2025-09-17,Sales,CC102,Expense,Bright Systems,14741.52,UPI,INV12554,EMP144
TX00284,2025-03-11,IT,CC401,Expense,Delta Services,111058.78,Bank Transfer,INV12611,EMP187
TX00285,2025-06-28,Finance,CC101,Expense,Bright Systems,23917.93,Bank Transfer,INV11843,EMP174
TX00286,2025-08-22,Finance,CC102,Expense,Bright Systems,48111.87,Bank Transfer,INV12645,EMP161
TX00287,2025-02-14,Operations,CC501,Expense,FastLogix,14309.59,UPI,INV12567,EMP143
TX00288,2025-11-12,Finance,CC101,Revenue,Epsilon Tech,123391.73,Card,INV11275,EMP147
TX00289,2025-08-27,Operations,CC501,Expense,CareMed,76491.89,Bank Transfer,INV12001,EMP125
TX00290,2025-06-04,HR,CC201,Revenue,Epsilon Tech,92949.87,Cash,INV12409,EMP107
TX00291,2025-04-15,Finance,CC201,Expense,CareMed,66856.21,Cash,INV12140,EMP185
TX00292,2025-12-09,IT,CC102,Revenue,Delta Services,123757.78,Cash,INV11626,EMP121
TX00293,2025-05-27,Finance,CC401,Expense,Epsilon Tech,47788.67,Card,INV10979,EMP119
TX00294,2025-05-03,Sales,CC101,Expense,Bright Systems,68442.67,Cash,INV10115,EMP183
TX00295,2025-05-27,Operations,CC301,Revenue,Alpha Supplies,53163.87,Bank Transfer,INV11424,EMP121
TX00296,2025-02-24,IT,CC101,Revenue,Epsilon Tech,199672.25,UPI,INV11132,EMP159
TX00297,2025-07-15,Operations,CC401,Expense,Delta Services,17209.31,Bank Transfer,INV10111,EMP145
TX00298,2025-12-14,Finance,CC201,Expense,CareMed,54557.73,Bank Transfer,INV10039,EMP162
TX00299,2025-04-02,IT,CC102,Revenue,Bright Systems,151848.29,Bank Transfer,INV10253,EMP152
TX00300,2025-09-25,IT,CC101,Expense,FastLogix,29548.85,Bank Transfer,INV11714,EMP185
TX00301,2025-04-28,HR,CC501,Revenue,Delta Services,80136.33,Bank Transfer,INV12584,EMP126
TX00302,2025-03-14,Finance,CC501,Expense,FastLogix,89626.95,Bank Transfer,INV11045,EMP184
TX00303,2025-06-21,Finance,CC201,Expense,Bright Systems,27494.04,Card,INV10009,EMP185
TX00304,2025-09-17,HR,CC301,Expense,CareMed,65055.08,Bank Transfer,INV11856,EMP162
TX00305,2025-09-19,HR,CC101,Revenue,Bright Systems,148060.29,Card,INV10166,EMP156
TX00306,2025-01-02,Sales,CC101,Expense,Epsilon Tech,69444.94,Bank Transfer,INV10560,EMP175
TX00307,2025-07-01,Finance,CC201,Expense,Delta Services,22139.38,Cash,INV11937,EMP182
TX00308,2025-11-20,Sales,CC501,Revenue,FastLogix,314908.91,Card,INV12240,EMP168
TX00309,2025-11-16,IT,CC501,Expense,Delta Services,61452.96,Card,INV12475,EMP122
TX00310,2025-02-24,Sales,CC101,Revenue,FastLogix,162784.91,Bank Transfer,INV10463,EMP171
TX00311,2025-12-01,Finance,CC301,Expense,CareMed,56095.96,Bank Transfer,INV12949,EMP104
TX00312,2025-09-28,IT,CC501,Expense,Alpha Supplies,33910.42,Bank Transfer,INV11473,EMP146
TX00313,2025-07-04,Finance,CC401,Revenue,FastLogix,116246.29,Bank Transfer,INV12878,EMP173
TX00314,2025-09-25,Operations,CC501,Expense,Alpha Supplies,98936.73,Card,INV11435,EMP161
TX00315,2025-09-05,Operations,CC102,Expense,Alpha Supplies,22237.72,Bank Transfer,INV11826,EMP179
TX00316,2025-02-28,Operations,CC501,Revenue,CareMed,86196.02,Card,INV12414,EMP165
TX00317,2025-05-02,Sales,CC501,Expense,Bright Systems,29728.44,Card,INV10744,EMP158
TX00318,2025-04-27,HR,CC102,Revenue,Alpha Supplies,51417.51,UPI,INV12964,EMP121
TX00319,2025-04-02,Finance,CC401,Expense,Alpha Supplies,68673.37,UPI,INV12093,EMP131
TX00320,2025-06-16,Finance,CC102,Expense,FastLogix,43369.75,UPI,INV11364,EMP124
TX00321,2025-12-15,HR,CC401,Expense,CareMed,48466.15,Card,INV12217,EMP149
TX00322,2025-04-13,Finance,CC401,Revenue,Delta Services,59033.01,Bank Transfer,INV12343,EMP174
TX00323,2025-02-03,Operations,CC101,Expense,Bright Systems,30428.97,Bank Transfer,INV11361,EMP137
TX00324,2025-03-04,Sales,CC401,Revenue,CareMed,128304.79,Bank Transfer,INV10489,EMP180
TX00325,2025-09-06,Sales,CC101,Expense,Delta Services,75976.37,Cash,INV12900,EMP101
TX00326,2025-10-11,Sales,CC301,Revenue,Delta Services,111243.47,Cash,INV12559,EMP110
TX00327,2025-10-25,IT,CC301,Expense,Epsilon Tech,35241.95,Bank Transfer,INV10822,EMP102
TX00328,2025-06-18,Finance,CC101,Revenue,Epsilon Tech,50386.48,Card,INV10802,EMP167
TX00329,2025-05-01,HR,CC301,Expense,Bright Systems,8529.03,UPI,INV12200,EMP154
TX00330,2025-07-05,HR,CC501,Expense,Bright Systems,65427.26,Bank Transfer,INV12928,EMP184
TX00331,2025-09-06,Sales,CC401,Expense,FastLogix,104361.63,Bank Transfer,INV12461,EMP156
TX00332,2025-06-09,IT,CC401,Expense,FastLogix,51189.02,Card,INV11068,EMP116
TX00333,2025-07-08,IT,CC102,Expense,Delta Services,19905.21,Bank Transfer,INV12282,EMP131
TX00334,2025-10-19,Operations,CC102,Expense,CareMed,49632.9,Card,INV12253,EMP138
TX00335,2025-07-15,Sales,CC501,Expense,Delta Services,56007.02,Cash,INV10018,EMP166
TX00336,2025-10-08,Operations,CC101,Expense,Bright Systems,49132.62,UPI,INV12977,EMP147
TX00337,2025-01-21,IT,CC401,Expense,Bright Systems,23876.58,Card,INV11337,EMP148
TX00338,2025-07-21,Finance,CC101,Expense,CareMed,48958.72,Card,INV12588,EMP131
TX00339,2025-10-28,Finance,CC501,Revenue,Alpha Supplies,86991.02,Bank Transfer,INV11222,EMP177
TX00340,2025-03-19,Operations,CC101,Revenue,CareMed,82489.82,Bank Transfer,INV10193,EMP107
TX00341,2025-06-06,HR,CC101,Revenue,Delta Services,559862.04,UPI,INV10531,EMP163
TX00342,2025-11-10,IT,CC201,Expense,FastLogix,71829.99,Bank Transfer,INV11907,EMP174
TX00343,2025-10-11,Sales,CC501,Expense,FastLogix,106456.2,Bank Transfer,INV10670,EMP160
TX00344,2025-08-15,Finance,CC301,Revenue,Bright Systems,296401.26,Cash,INV12532,EMP182
TX00345,2025-12-27,HR,CC101,Expense,FastLogix,59243.14,Card,INV10857,EMP135
TX00346,2025-10-05,IT,CC501,Revenue,Delta Services,52043.51,Bank Transfer,INV10954,EMP101
TX00347,2025-12-10,HR,CC201,Expense,Alpha Supplies,80988.67,Bank Transfer,INV10370,EMP189
TX00348,2025-07-18,Finance,CC501,Expense,CareMed,53230.27,Bank Transfer,INV10155,EMP120
TX00349,2025-10-14,IT,CC201,Expense,FastLogix,66167.85,Cash,INV11230,EMP103
TX00350,2025-07-23,HR,CC102,Expense,Delta Services,36913.31,Bank Transfer,INV12940,EMP120
TX00351,2025-03-15,IT,CC301,Expense,Bright Systems,34577.33,Bank Transfer,INV10365,EMP158
TX00352,2025-08-08,IT,CC401,Revenue,Bright Systems,122907.91,UPI,INV11675,EMP142
TX00353,2025-11-10,Sales,CC401,Expense,Epsilon Tech,53241.13,UPI,INV10949,EMP174
TX00354,2025-12-16,IT,CC201,Expense,FastLogix,46031.27,Cash,INV11951,EMP154
TX00355,2025-11-26,Sales,CC201,Expense,Epsilon Tech,13970.62,Card,INV10018,EMP142
TX00356,2025-02-10,IT,CC201,Expense,CareMed,16387.16,Bank Transfer,INV10993,EMP154
TX00357,2025-12-05,Sales,CC401,Revenue,Delta Services,90784.25,Card,INV10287,EMP110
TX00358,2025-02-27,Operations,CC201,Expense,Epsilon Tech,52778.34,Bank Transfer,INV10917,EMP182
TX00359,2025-01-07,HR,CC101,Expense,Delta Services,35076.38,Card,INV12768,EMP145
TX00360,2025-02-20,Operations,CC101,Expense,CareMed,10016.22,UPI,INV10089,EMP112
TX00361,2025-02-05,Finance,CC501,Expense,FastLogix,9436.98,Card,INV11959,EMP142
TX00362,2025-06-20,IT,CC102,Expense,Delta Services,21846.56,UPI,INV10943,EMP126
TX00363,2025-05-23,Finance,CC201,Expense,Epsilon Tech,68729.09,Card,INV12678,EMP156
TX00364,2025-08-15,IT,CC501,Expense,Delta Services,58806.72,Bank Transfer,INV11546,EMP149
TX00365,2025-07-12,Operations,CC102,Expense,Bright Systems,57649.37,Bank Transfer,INV10563,EMP114
TX00366,2025-05-20,Sales,CC401,Revenue,Delta Services,63947.16,Bank Transfer,INV11083,EMP109
TX00367,2025-07-28,Finance,CC301,Expense,Delta Services,67700.59,Bank Transfer,INV12430,EMP187
TX00368,2025-08-23,Operations,CC201,Expense,FastLogix,33408.79,Card,INV11447,EMP123
TX00369,2025-03-12,HR,CC501,Revenue,Alpha Supplies,74077.64,Bank Transfer,INV10776,EMP121
TX00370,2025-09-16,Operations,CC201,Revenue,Alpha Supplies,135910.97,UPI,INV12440,EMP139
TX00371,2025-04-26,Sales,CC401,Expense,Alpha Supplies,16475.1,UPI,INV12959,EMP154
TX00372,2025-07-04,Sales,CC101,Expense,Epsilon Tech,118874.96,UPI,INV10309,EMP103
TX00373,2025-12-07,Finance,CC401,Expense,FastLogix,50216.63,UPI,INV10052,EMP166
TX00374,2025-12-03,IT,CC501,Revenue,FastLogix,213743.13,Cash,INV11567,EMP109
TX00375,2025-03-27,HR,CC101,Revenue,Epsilon Tech,116836.42,Bank Transfer,INV12809,EMP183
TX00376,2025-07-22,HR,CC401,Expense,Bright Systems,392993.88,Bank Transfer,INV10480,EMP100
TX00377,2025-01-24,Operations,CC102,Revenue,FastLogix,131982.11,Cash,INV10912,EMP129
TX00378,2025-07-13,Operations,CC401,Revenue,Bright Systems,98596.48,UPI,INV12761,EMP152
TX00379,2025-07-20,Finance,CC101,Expense,FastLogix,69724.06,Bank Transfer,INV12187,EMP177
TX00380,2025-09-25,Sales,CC501,Expense,CareMed,73881.97,Bank Transfer,INV10138,EMP142
TX00381,2025-01-01,Operations,CC401,Revenue,FastLogix,49795.41,Bank Transfer,INV11968,EMP110
TX00382,2025-08-17,IT,CC201,Expense,CareMed,93003.62,Bank Transfer,INV11051,EMP165
TX00383,2025-06-23,IT,CC201,Expense,FastLogix,117466.15,Bank Transfer,INV12105,EMP112
TX00384,2025-04-26,Finance,CC101,Expense,Delta Services,32345.48,Bank Transfer,INV10209,EMP147
TX00385,2025-08-01,HR,CC102,Revenue,Delta Services,135395.77,Bank Transfer,INV12796,EMP124
TX00386,2025-02-03,Operations,CC501,Expense,Alpha Supplies,24442.12,Cash,INV10151,EMP104
TX00387,2025-03-26,Sales,CC101,Expense,Delta Services,37301.35,UPI,INV10433,EMP183
TX00388,2025-12-23,HR,CC101,Expense,Bright Systems,66975.28,Bank Transfer,INV10984,EMP183
TX00389,2025-01-20,IT,CC501,Expense,Delta Services,46181.51,Card,INV11325,EMP124
TX00390,2025-05-24,Finance,CC102,Expense,Alpha Supplies,11564.26,Bank Transfer,INV10470,EMP167
TX00391,2025-11-18,IT,CC301,Revenue,CareMed,24402.74,Bank Transfer,INV10191,EMP104
TX00392,2025-10-13,IT,CC401,Expense,Epsilon Tech,17122.31,Cash,INV10359,EMP159
TX00393,2025-03-11,HR,CC301,Expense,Bright Systems,62226.98,Cash,INV10959,EMP160
TX00394,2025-06-28,Operations,CC501,Expense,Bright Systems,10925.68,Bank Transfer,INV11611,EMP100
TX00395,2025-07-22,IT,CC101,Expense,Bright Systems,26891.51,UPI,INV11232,EMP121
TX00396,2025-06-03,IT,CC501,Revenue,Alpha Supplies,101441.14,UPI,INV10162,EMP113
TX00397,2025-08-15,IT,CC201,Revenue,Epsilon Tech,102901.2,UPI,INV10985,EMP119
TX00398,2025-06-06,Sales,CC102,Revenue,Alpha Supplies,59803.27,Bank Transfer,INV12466,EMP180
TX00399,2025-03-19,HR,CC301,Expense,Bright Systems,60857.25,Bank Transfer,INV12410,EMP149
TX00400,2025-01-03,HR,CC401,Expense,FastLogix,61698.39,Bank Transfer,INV12045,EMP167
TX00401,2025-08-27,HR,CC501,Expense,Bright Systems,15827.47,Cash,INV12248,EMP144
TX00402,2025-02-08,HR,CC201,Expense,Epsilon Tech,58086.98,Bank Transfer,INV11481,EMP117
TX00403,2025-02-05,IT,CC401,Expense,Bright Systems,39747.18,Card,INV11657,EMP103
TX00404,2025-07-06,Operations,CC102,Expense,Bright Systems,56513.67,Bank Transfer,INV11235,EMP105
TX00405,2025-08-27,Sales,CC102,Expense,Alpha Supplies,22998.1,Bank Transfer,INV12463,EMP185
TX00406,2025-08-06,Sales,CC501,Expense,FastLogix,92307.34,Bank Transfer,INV12810,EMP102
TX00407,2025-09-28,HR,CC501,Expense,Alpha Supplies,24884.26,UPI,INV11092,EMP146
TX00408,2025-04-23,Finance,CC301,Expense,Alpha Supplies,31896.87,Cash,INV11337,EMP140
TX00409,2025-09-14,Sales,CC301,Expense,Bright Systems,37833.06,UPI,INV10809,EMP181
TX00410,2025-06-27,Sales,CC101,Expense,CareMed,34579.98,Card,INV12309,EMP156
TX00411,2025-12-11,Operations,CC301,Expense,Delta Services,49225.0,Cash,INV12119,EMP106
TX00412,2025-07-14,HR,CC301,Expense,CareMed,62234.55,Bank Transfer,INV10375,EMP135
TX00413,2025-05-08,IT,CC102,Expense,Delta Services,52289.41,Bank Transfer,INV11805,EMP173
TX00414,2025-07-13,HR,CC301,Revenue,Epsilon Tech,127813.78,Card,INV10063,EMP136
TX00415,2025-11-23,HR,CC401,Expense,FastLogix,6601.31,Bank Transfer,INV10223,EMP115
TX00416,2025-02-05,HR,CC501,Expense,Bright Systems,65151.47,UPI,INV11390,EMP135
TX00417,2025-09-07,Sales,CC201,Expense,Delta Services,21721.71,UPI,INV11032,EMP131
TX00418,2025-04-18,Operations,CC401,Expense,FastLogix,27396.01,UPI,INV12636,EMP141
TX00419,2025-09-10,HR,CC201,Expense,CareMed,50094.63,UPI,INV11362,EMP152
TX00420,2025-02-27,HR,CC102,Expense,Delta Services,48266.34,Bank Transfer,INV10926,EMP187
TX00421,2025-01-11,IT,CC301,Expense,Bright Systems,140191.94,Card,INV11371,EMP164
TX00422,2025-12-21,Operations,CC102,Expense,Delta Services,35875.31,Card,INV10655,EMP101
TX00423,2025-12-22,HR,CC501,Expense,Epsilon Tech,79394.98,UPI,INV11760,EMP176
TX00424,2025-08-09,Operations,CC401,Expense,Epsilon Tech,86947.0,Cash,INV12209,EMP131
TX00425,2025-10-25,Operations,CC301,Expense,Delta Services,58215.38,Card,INV12552,EMP147
TX00426,2025-04-07,HR,CC102,Expense,Delta Services,46285.07,Cash,INV10526,EMP111
TX00427,2025-05-28,HR,CC401,Expense,Epsilon Tech,122143.44,Bank Transfer,INV11751,EMP113
TX00428,2025-02-26,HR,CC501,Expense,Delta Services,14762.58,Card,INV12341,EMP166
TX00429,2025-07-13,Sales,CC201,Revenue,Epsilon Tech,80733.94,Bank Transfer,INV12364,EMP170
TX00430,2025-12-17,Finance,CC501,Revenue,Bright Systems,106155.71,Bank Transfer,INV10042,EMP130
TX00431,2025-03-17,HR,CC201,Expense,FastLogix,449477.88,UPI,INV12298,EMP183
TX00432,2025-03-05,Finance,CC401,Expense,Alpha Supplies,22612.64,Bank Transfer,INV10640,EMP183
TX00433,2025-12-23,Sales,CC501,Expense,Epsilon Tech,45392.26,Card,INV10128,EMP180
TX00434,2025-02-20,IT,CC201,Expense,Delta Services,82839.18,Card,INV12259,EMP119
TX00435,2025-09-07,HR,CC201,Expense,FastLogix,51549.13,Cash,INV11499,EMP151
TX00436,2025-05-13,Sales,CC201,Expense,Bright Systems,43137.44,Bank Transfer,INV10298,EMP176
TX00437,2025-12-09,HR,CC201,Revenue,CareMed,249715.31,UPI,INV12853,EMP142
TX00438,2025-03-06,HR,CC501,Expense,Delta Services,111537.59,Card,INV11944,EMP111
TX00439,2025-10-06,HR,CC201,Revenue,Epsilon Tech,74895.57,Cash,INV12163,EMP103
TX00440,2025-11-17,Operations,CC201,Expense,Alpha Supplies,43570.99,Bank Transfer,INV10746,EMP156
TX00441,2025-10-25,IT,CC201,Expense,FastLogix,62766.11,Card,INV12547,EMP144
TX00442,2025-08-25,Sales,CC501,Expense,Epsilon Tech,24577.4,Card,INV10421,EMP163
TX00443,2025-07-25,Operations,CC501,Expense,Alpha Supplies,45759.43,Card,INV10741,EMP151
TX00444,2025-01-01,HR,CC401,Expense,Delta Services,20740.86,Bank Transfer,INV10729,EMP103
TX00445,2025-01-07,Operations,CC101,Expense,Epsilon Tech,26987.86,Card,INV11567,EMP177
TX00446,2025-09-18,HR,CC301,Revenue,CareMed,222230.53,UPI,INV12589,EMP129
TX00447,2025-06-11,Operations,CC301,Revenue,Delta Services,101346.7,UPI,INV12646,EMP189
TX00448,2025-06-06,HR,CC501,Expense,Bright Systems,45152.78,UPI,INV12080,EMP173
TX00449,2025-05-12,Sales,CC101,Revenue,Delta Services,138314.78,Card,INV10171,EMP153
TX00450,2025-02-03,Sales,CC102,Expense,Epsilon Tech,40633.77,Bank Transfer,INV11121,EMP187
TX00451,2025-06-02,HR,CC501,Expense,Alpha Supplies,18047.82,Bank Transfer,INV11886,EMP113
TX00452,2025-07-28,HR,CC201,Expense,Alpha Supplies,64215.48,UPI,INV10889,EMP114
TX00453,2025-07-27,Sales,CC201,Revenue,Epsilon Tech,85690.46,Cash,INV10903,EMP107
TX00454,2025-07-26,HR,CC301,Expense,CareMed,33335.33,Card,INV11356,EMP166
TX00455,2025-09-28,IT,CC401,Expense,FastLogix,4649.46,Card,INV11735,EMP155
TX00456,2025-01-25,Operations,CC301,Revenue,Delta Services,33496.64,UPI,INV12030,EMP168
TX00457,2025-11-25,Operations,CC501,Expense,FastLogix,51602.04,Card,INV11342,EMP156
TX00458,2025-12-19,Sales,CC101,Expense,Delta Services,38389.81,Bank Transfer,INV12969,EMP107
TX00459,2025-06-16,IT,CC401,Expense,Delta Services,49742.78,Cash,INV11089,EMP173
TX00460,2025-07-13,Operations,CC301,Expense,Bright Systems,105295.23,Bank Transfer,INV12585,EMP113
TX00461,2025-06-13,HR,CC101,Expense,CareMed,95863.28,Bank Transfer,INV11873,EMP175
TX00462,2025-07-28,HR,CC301,Expense,CareMed,28943.25,UPI,INV11634,EMP139
TX00463,2025-06-13,HR,CC501,Expense,Delta Services,49140.79,Bank Transfer,INV12887,EMP154
TX00464,2025-07-22,IT,CC102,Revenue,Alpha Supplies,48601.21,Cash,INV11375,EMP129
TX00465,2025-11-18,Finance,CC401,Expense,CareMed,17534.35,Bank Transfer,INV10681,EMP106
TX00466,2025-02-16,HR,CC201,Expense,Alpha Supplies,58659.82,Bank Transfer,INV12580,EMP189
TX00467,2025-08-16,IT,CC401,Expense,Delta Services,34011.87,Card,INV11560,EMP157
TX00468,2025-02-09,Sales,CC101,Expense,FastLogix,15090.21,Card,INV11191,EMP102
TX00469,2025-07-21,Sales,CC101,Expense,Bright Systems,26317.0,Bank Transfer,INV12048,EMP124
TX00470,2025-01-28,Sales,CC102,Revenue,Bright Systems,114499.98,Bank Transfer,INV10480,EMP133
TX00471,2025-12-08,Operations,CC102,Expense,Epsilon Tech,93584.12,Bank Transfer,INV11887,EMP147
TX00472,2025-11-07,Operations,CC102,Expense,Delta Services,40907.8,Card,INV10515,EMP162
TX00473,2025-08-09,IT,CC101,Expense,Alpha Supplies,49226.28,Bank Transfer,INV11092,EMP104
TX00474,2025-04-15,Operations,CC102,Revenue,Delta Services,75325.69,UPI,INV11140,EMP110
TX00475,2025-03-05,IT,CC102,Revenue,Epsilon Tech,133024.08,Bank Transfer,INV10571,EMP122
TX00476,2025-07-08,IT,CC401,Expense,CareMed,36074.47,Bank Transfer,INV12712,EMP112
TX00477,2025-10-07,HR,CC102,Revenue,CareMed,215832.99,Bank Transfer,INV11850,EMP159
TX00478,2025-03-15,Finance,CC301,Revenue,Delta Services,76371.93,Bank Transfer,INV12514,EMP148
TX00479,2025-09-16,Sales,CC102,Expense,Delta Services,59719.89,Card,INV12220,EMP176
TX00480,2025-07-27,Operations,CC102,Expense,FastLogix,58417.8,Bank Transfer,INV11872,EMP145
TX00481,2025-08-11,Operations,CC201,Expense,Delta Services,52288.8,UPI,INV12125,EMP150
TX00482,2025-10-16,IT,CC501,Expense,FastLogix,81578.74,Cash,INV12716,EMP162
TX00483,2025-08-24,HR,CC201,Revenue,FastLogix,88751.49,UPI,INV11321,EMP132
TX00484,2025-02-04,IT,CC101,Expense,Alpha Supplies,46770.53,UPI,INV12271,EMP102
TX00485,2025-04-15,Sales,CC301,Expense,Epsilon Tech,28509.6,Bank Transfer,INV11358,EMP178
TX00486,2025-06-27,Operations,CC301,Expense,CareMed,36590.04,UPI,INV10983,EMP160
TX00487,2025-04-17,IT,CC101,Expense,Delta Services,19241.83,Card,INV12812,EMP124
TX00488,2025-06-14,Sales,CC501,Expense,Epsilon Tech,51245.06,Card,INV10339,EMP184
TX00489,2025-05-22,Sales,CC401,Revenue,Bright Systems,112354.36,UPI,INV11958,EMP105
TX00490,2025-01-07,Finance,CC401,Expense,CareMed,17352.14,UPI,INV12879,EMP185
TX00491,2025-06-02,IT,CC501,Revenue,Alpha Supplies,86043.96,Card,INV11706,EMP158
TX00492,2025-01-28,Operations,CC101,Revenue,Delta Services,165672.95,Bank Transfer,INV10294,EMP160
TX00493,2025-10-17,Operations,CC501,Expense,Bright Systems,35993.61,Bank Transfer,INV12118,EMP117
TX00494,2025-10-07,Operations,CC101,Revenue,Alpha Supplies,169297.78,Bank Transfer,INV12738,EMP169
TX00495,2025-04-24,Sales,CC501,Revenue,FastLogix,59896.2,Card,INV10950,EMP159
TX00496,2025-03-22,Sales,CC301,Revenue,CareMed,77527.87,Bank Transfer,INV10272,EMP137
TX00497,2025-07-25,Sales,CC201,Expense,Bright Systems,53521.26,UPI,INV12266,EMP120
TX00498,2025-05-16,HR,CC201,Revenue,Bright Systems,84022.62,Bank Transfer,INV12861,EMP167
TX00499,2025-07-19,Operations,CC102,Expense,Alpha Supplies,54508.04,Cash,INV12847,EMP183
TX00500,2025-01-22,IT,CC102,Expense,Bright Systems,31937.21,Bank Transfer,INV11067,EMP126
TX00501,2025-10-01,HR,CC401,Revenue,CareMed,112369.59,UPI,INV11357,EMP128
TX00502,2025-10-03,Sales,CC401,Expense,Alpha Supplies,33595.28,Cash,INV12079,EMP130
TX00503,2025-02-11,Finance,CC101,Expense,Delta Services,17459.74,Card,INV11763,EMP120
TX00504,2025-12-17,Finance,CC102,Revenue,Bright Systems,98443.78,Cash,INV10283,EMP180
TX00505,2025-11-18,Operations,CC102,Expense,Bright Systems,71338.35,Bank Transfer,INV12491,EMP121
TX00506,2025-10-01,Sales,CC102,Revenue,CareMed,102704.08,UPI,INV11375,EMP161
TX00507,2025-08-09,HR,CC101,Expense,Bright Systems,58017.96,Card,INV10912,EMP117
TX00508,2025-10-16,HR,CC401,Expense,Alpha Supplies,114858.91,Cash,INV10734,EMP103
TX00509,2025-02-27,HR,CC201,Expense,Epsilon Tech,41276.7,Cash,INV11971,EMP125
TX00510,2025-09-26,Operations,CC501,Revenue,Bright Systems,29435.12,Bank Transfer,INV10642,EMP148
TX00511,2025-07-26,Sales,CC301,Revenue,FastLogix,134601.29,Bank Transfer,INV12608,EMP124
TX00512,2025-10-22,Operations,CC401,Expense,FastLogix,68684.69,Bank Transfer,INV11357,EMP142
TX00513,2025-10-26,Finance,CC102,Expense,Delta Services,26419.4,Card,INV12828,EMP177
TX00514,2025-08-02,HR,CC102,Expense,Delta Services,5035.91,Bank Transfer,INV12134,EMP178
TX00515,2025-07-17,HR,CC102,Expense,CareMed,47631.13,UPI,INV10077,EMP115
TX00516,2025-03-02,HR,CC401,Expense,Epsilon Tech,435181.07999999996,Bank Transfer,INV10523,EMP151
TX00517,2025-11-22,IT,CC201,Expense,CareMed,77709.09,Cash,INV10442,EMP168
TX00518,2025-11-15,Sales,CC102,Revenue,Epsilon Tech,46365.12,Bank Transfer,INV11172,EMP110
TX00519,2025-06-08,Operations,CC401,Expense,FastLogix,64984.51,Card,INV11829,EMP133
TX00520,2025-09-10,Operations,CC101,Expense,FastLogix,45743.78,Bank Transfer,INV10865,EMP184
TX00521,2025-06-25,HR,CC102,Revenue,Bright Systems,57246.8,Card,INV12942,EMP111
TX00522,2025-09-02,Operations,CC201,Expense,Delta Services,67273.17,UPI,INV11031,EMP135
TX00523,2025-10-12,IT,CC501,Revenue,Bright Systems,31942.53,UPI,INV10134,EMP108
TX00524,2025-01-26,IT,CC301,Expense,Bright Systems,114321.32,Bank Transfer,INV12759,EMP120
TX00525,2025-08-06,IT,CC101,Expense,Alpha Supplies,59400.39,Bank Transfer,INV10824,EMP175
TX00526,2025-10-27,Operations,CC501,Revenue,Bright Systems,63031.85,Bank Transfer,INV11917,EMP186
TX00527,2025-07-08,Finance,CC401,Expense,Alpha Supplies,111204.74,Bank Transfer,INV10401,EMP187
TX00528,2025-08-12,IT,CC102,Expense,Alpha Supplies,16777.51,UPI,INV11184,EMP146
TX00529,2025-08-25,HR,CC102,Expense,Epsilon Tech,25759.8,Bank Transfer,INV12187,EMP123
TX00530,2025-02-21,Finance,CC102,Revenue,Epsilon Tech,83197.49,Card,INV12745,EMP175
TX00531,2025-02-11,HR,CC301,Expense,Epsilon Tech,36285.11,Bank Transfer,INV10996,EMP106
TX00532,2025-10-26,HR,CC501,Revenue,Epsilon Tech,99857.02,Bank Transfer,INV10654,EMP106
TX00533,2025-08-28,Sales,CC301,Revenue,Alpha Supplies,52032.59,Card,INV11260,EMP139
TX00534,2025-07-27,IT,CC301,Revenue,Epsilon Tech,55001.25,Bank Transfer,INV12803,EMP153
TX00535,2025-12-24,Sales,CC401,Revenue,Bright Systems,177869.42,Bank Transfer,INV11223,EMP150
TX00536,2025-10-11,Finance,CC501,Expense,Epsilon Tech,16028.21,UPI,INV10847,EMP135
TX00537,2025-09-23,HR,CC102,Revenue,CareMed,115257.2,Card,INV10225,EMP177
TX00538,2025-04-09,IT,CC102,Revenue,Bright Systems,59940.92,Card,INV12415,EMP187
TX00539,2025-03-14,Operations,CC501,Expense,Alpha Supplies,24755.51,Cash,INV10432,EMP158
TX00540,2025-09-04,Operations,CC101,Expense,FastLogix,44815.91,Bank Transfer,INV10688,EMP189
TX00541,2025-09-15,IT,CC201,Expense,FastLogix,37468.54,UPI,INV12901,EMP148
