transaction_id,transaction_date,department,cost_center,transaction_type,vendor_name,amount,payment_mode,invoice_id,employee_id,year_month,is_missing_key_field,is_high_value,is_cash_high_value,is_duplicate_invoice,z_score,is_statistical_anomaly,audit_flag_count,audit_status
TX00191,2025-05-15,HR,CC201,Revenue,CareMed,53624.31,Cash,INV10514,EMP162,2025-05,False,False,True,False,-0.5420923514734735,False,1,Review
TX01157,2025-07-15,IT,CC102,Revenue,CareMed,52374.03,Cash,INV12866,EMP145,2025-07,False,False,True,False,-0.3601856376055408,False,1,Review
TX00802,2025-06-22,Finance,CC401,Expense,Bright Systems,52307.26,Cash,INV11124,EMP170,2025-06,False,False,True,False,-0.10133522163801215,False,1,Review
TX00180,2025-05-01,IT,CC401,Revenue,Epsilon Tech,51837.8,Cash,INV12355,EMP154,2025-05,False,False,True,False,-0.43297636378566556,False,1,Review
TX00435,2025-09-07,HR,CC201,Expense,FastLogix,51549.13,Cash,INV11499,EMP151,2025-09,False,False,True,False,-0.704896757962488,False,1,Review
TX00215,2025-11-18,Sales,CC201,Expense,CareMed,51407.03,Cash,INV12211,EMP184,2025-11,False,False,True,False,-0.45397905099172675,False,1,Review
TX00675,2025-09-25,Finance,CC101,Expense,Bright Systems,50512.86,Cash,INV12496,EMP176,2025-09,False,False,True,False,-0.21786917445550347,False,1,Review
TX01103,2025-12-27,Finance,CC101,Expense,Alpha Supplies,50131.15,Cash,INV11970,EMP112,2025-12,False,False,True,False,-0.40231631269649326,False,1,Review
TX00888,2025-06-12,Operations,CC201,Expense,FastLogix,48313.32,Bank Transfer,INV12593,EMP188,2025-06,False,False,False,True,-0.15750543672628833,False,1,Review
DUP021,2025-06-12,Operations,CC201,Expense,FastLogix,48313.32,Bank Transfer,INV12593,EMP188,2025-06,False,False,False,True,-0.15750543672628833,False,1,Review
TX00110,2025-12-06,Sales,CC501,Expense,Alpha Supplies,45202.06,UPI,INV11333,EMP173,2025-12,False,False,False,True,-0.5437378487514272,False,1,Review
DUP019,2025-12-06,Sales,CC501,Expense,Alpha Supplies,45202.06,UPI,INV11333,EMP173,2025-12,False,False,False,True,-0.5437378487514272,False,1,Review
TX00670,2025-07-01,Operations,CC201,Expense,CareMed,44056.19,Cash,INV12488,EMP112,2025-07,False,False,False,True,-0.6657400610688096,False,1,Review
DUP020,2025-07-01,Operations,CC201,Expense,CareMed,44056.19,Cash,INV12488,EMP112,2025-07,False,False,False,True,-0.6657400610688096,False,1,Review
TX01164,2025-06-16,HR,CC201,Expense,Alpha Supplies,43470.52,Card,INV12724,EMP164,2025-06,False,False,False,True,-0.34466808820995004,False,1,Review
DUP023,2025-06-16,HR,CC201,Expense,Alpha Supplies,43470.52,Card,INV12724,EMP164,2025-06,False,False,False,True,-0.34466808820995004,False,1,Review
TX00595,2025-04-18,Operations,CC101,Expense,CareMed,41523.29,Bank Transfer,INV10061,EMP163,2025-04,False,False,False,True,-0.7890098086371925,False,1,Review
DUP014,2025-04-18,Operations,CC101,Expense,CareMed,41523.29,Bank Transfer,INV10061,EMP163,2025-04,False,False,False,True,-0.7890098086371925,False,1,Review
TX00142,2025-12-09,Finance,CC401,Expense,CareMed,40430.17,Bank Transfer,INV12933,EMP183,2025-12,False,False,False,True,-0.6653880961076968,False,1,Review
DUP003,2025-12-09,Finance,CC401,Expense,CareMed,40430.17,Bank Transfer,INV12933,EMP183,2025-12,False,False,False,True,-0.6653880961076968,False,1,Review
TX00458,2025-12-19,Sales,CC101,Expense,Delta Services,38389.81,Bank Transfer,INV12969,EMP107,2025-12,False,False,False,True,-0.7123178288134624,False,1,Review
DUP001,2025-12-19,Sales,CC101,Expense,Delta Services,38389.81,Bank Transfer,INV12969,EMP107,2025-12,False,False,False,True,-0.7123178288134624,False,1,Review
TX00545,2025-06-27,HR,CC201,Expense,Alpha Supplies,24720.07,Bank Transfer,INV11168,EMP168,2025-06,False,False,False,True,-0.528003202832856,False,1,Review
DUP024,2025-06-27,HR,CC201,Expense,Alpha Supplies,24720.07,Bank Transfer,INV11168,EMP168,2025-06,False,False,False,True,-0.528003202832856,False,1,Review
TX00831,2025-11-21,IT,CC101,Expense,Alpha Supplies,14877.19,Bank Transfer,INV11377,EMP174,2025-11,False,False,False,True,-1.0397059491916412,False,1,Review
DUP007,2025-11-21,IT,CC101,Expense,Alpha Supplies,14877.19,Bank Transfer,INV11377,EMP174,2025-11,False,False,False,True,-1.0397059491916412,False,1,Review
TX01023,2025-12-18,Operations,CC101,Expense,Bright Systems,8462.0,Bank Transfer,INV11610,EMP173,2025-12,False,False,False,True,-1.411638688872886,False,1,Review
DUP002,2025-12-18,Operations,CC101,Expense,Bright Systems,8462.0,Bank Transfer,INV11610,EMP173,2025-12,False,False,False,True,-1.411638688872886,False,1,Review
